question,optionA,optionB,optionC,optionD,answer,,,,,,,,,,,,,topic_chapter,topic_confidence,all_topics,matched_keywords,topic_section_id,topic_section_title,topic_section_confidence,all_sections,matched_section_keywords
What are the letters ECG short for? Electro-,encephalogram.,colonogram. 18 Electricity 473,cardiogram.,cryogram.,C,,,,,,,,,,,,,Chapter 1 - Chemicals,0.870,Chapter 1 - Chemicals,"are, are the, for, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.959,chapter_1::1_2_elements_and_atoms_heads_up,"are, are the, for, the"
The potential differences generated by the heart muscle as it contracts and relaxes can be measured by placing electrodes on the surface of the body. What is the record of these electrical events correctly called?,An electrocardiogram,limb lead II,An electrocardiograph,An EEG,A,,,,,,,,,,,,,Chapter 2 - Classification,1.000,Chapter 2 - Classification; Chapter 16 - Endocrine System,"and, be, by, can, can be, correctli, it, of, on, the",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),1.000,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"and, by, it, of, the"
What are the deﬂ ections seen on an electrocardiogram trace due to?,pressure differences created by ventricular contraction.,the closing and opening of heart valves.,the de- and repolarisation of the cells of the myocardium.,variation in the electrical properties of oxygenated blood and deoxygenated blood as it moves through the heart.,C,,,,,,,,,,,,,Chapter 2 - Classification,0.890,Chapter 2 - Classification; Chapter 16 - Endocrine System; Chapter 1 - Chemicals,"are, on, the, to",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.964,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"are, the, to"
The electrocardiogram chart is a graph. What is plotted against the vertical axis?,The voltage produced by the myocardial cells.,The elapsed time.,The rate of contraction of the myocardium.,The current ﬂ owing in the conduction system of the heart.,A,,,,,,,,,,,,,Chapter 1 - Chemicals,0.942,Chapter 1 - Chemicals,"a, is, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.988,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up,"a, is, the"
"Consider a cardiac monitor whose time-base control is set so that the ECG trace moves horizontally at 25 mm/sec. If the patient’s heart rate is 75 beats per min-ute, how far apart would the peaks of the ECG trace be?",15 mm,18 mm 18 Electricity 474,20 mm,25 mm,C,,,,,,,,,,,,,Chapter 2 - Classification,0.994,Chapter 2 - Classification; Chapter 1 - Chemicals,"a, at, be, how, move, of, the",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),1.000,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"a, move, of, the"
"The ECG trace on the screen of a cardiac monitor is measured to be 3 cm high. If the sensitivity control was set at 2 cm/mV , what is the value of the voltage being measured?",1.0 mV,1.5 mV,2.0 mV,2.5 mV,B,,,,,,,,,,,,,Chapter 2 - Classification,1.000,Chapter 2 - Classification; Chapter 1 - Chemicals,"2, a, at, be, of, of a, on, the, to",chapter_2::2_6_the_classification_of_vertebrates_heads_up,2.6 The Classification of Vertebrates (Heads-up),1.000,chapter_2::2_6_the_classification_of_vertebrates_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up,"2, of, on, the"
Why does a correctly installed Earth wire provides protection against electrocu- tion by a faulty electrical device? Because:,it is made of thick copper wire so presents almost zero resistance,a fuse is located on eh Earth wire which will “blow” if excessive current ﬂ ows.,The Earth wire is connected to ground and to the metal case of the appliance.,The on/off switch is on the Earth wire so that power can be turned off.,C,,,,,,,,,,,,,Chapter 2 - Classification,0.881,Chapter 2 - Classification,"a, by, correctli",,,0.000,,
Choose the INCORRECT statement from the four below.,mass is the amount of matter contained in an object.,gravity is the name of the force that acts between any objects with mass.,weight is the pressure with which earth’s gravity acts on an object.,"for a standing person, base of support is the area bounded by their feet.",C,,,,,,,,,,,,,Chapter 1 - Chemicals,0.909,Chapter 1 - Chemicals,"below., from, the",,,0.000,,
Which of the following is correct?,Fixed traction employs a moveable pulley to provide mechanical advantage.,In suspended traction the traction force is equal to the tension in the cord.,"In suspended traction, counter-traction is provided by the friction between the patient and the bed.",The traction force must be equal in magnitude to but opposite in direction to the counter-traction force.,D,,,,,,,,,,,,,Chapter 16 - Endocrine System,0.836,Chapter 16 - Endocrine System; Chapter 1 - Chemicals,"of, of the, the",,,0.000,,
"If a traction hanging mass is 3 kg, use Newton’s second law (or otherwise) to determine the gravitational force acting on the mass.",0.3 newtons,3 newtons,30 newtons,3 kilograms,C,,,,,,,,,,,,,Chapter 1 - Chemicals,0.993,Chapter 1 - Chemicals,"3, a, is, mass., or, s, the, to",,,0.000,,
"Consider the action of moving from having both feet ﬂ at on the ground to standing on “tip toes”. Which of the following correctly identiﬁ es the fulcrum, the load force, the effort force and the lever?","Fulcrum is the heel, load is the body’s weight, effort is the pull of the ham- strings, lever is the tarsal bones of the foot.","Fulcrum is the ball of the foot, load is the body’s weight, effort is the pull of the calf muscles, lever is the tarsal and metatarsal bones of the foot.","Fulcrum is the ankle, load is the weight of the foot, effort is the pull of the hamstrings, lever is the tibia & ﬁ bula bones.","Fulcrum is the knee, load is the weight of the foot, effort is the pull of the calf muscles, lever is the tibia & ﬁ bula bones.",B,,,,,,,,,,,,,Chapter 2 - Classification,1.000,Chapter 2 - Classification; Chapter 16 - Endocrine System,"., and, at, correctli, move, of, on, the, to",chapter_2::2_6_the_classification_of_vertebrates_heads_up,2.6 The Classification of Vertebrates (Heads-up),1.000,chapter_2::2_6_the_classification_of_vertebrates_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up,"of, on, the"
A person whose mass is 65 kg would have a weight closest to:,65 kg because mass and weight are directly proportional to each other (on Earth).,650 kg because weight mass=´ 10 (approximately) 19 Biomechanics 477,65 N because FF12=- (Newton’s 3rd law),650 N because Fm a=´ (Newton’s 2nd law),D,,,,,,,,,,,,,Chapter 1 - Chemicals,0.886,Chapter 1 - Chemicals; Chapter 10 - Lymphatic System,"a, is, to",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.911,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up,"a, is"
Which statement is consistent with “good lifting technique”?,Keep your centre of gravity and that of the object being lifted as close as possible.,Maximise the length of the effort arms of the body levers you use to lift the load.,Use the relatively strong back muscles rather than the relatively weak thigh muscles.,Minimise your base of support and bend your legs at the knees before you lean over.,A,,,,,,,,,,,,,Chapter 1 - Chemicals,0.716,Chapter 1 - Chemicals,"is, with",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.503,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up; chapter_16::16_3_endocrine_glands_hormones_heads_up; chapter_16::16_4_pituitary_gland_hypothalamus_heads_up; chapter_9::9_2_overview_heads_up; chapter_9::9_3_diffusion_transport_of_oxygen_heads_up; chapter_9::9_x_control_of_breathing_heads_up,is
"When two forces of magnitude 6 N and 10 N are added vectorially, what value could the resulting vector NOT have?",4 N,6 N,10 N,18 N,D,,,,,,,,,,,,,Chapter 1 - Chemicals,0.988,Chapter 1 - Chemicals,"and, are, n, of, the, two, when",,,0.000,,
"In a Hamilton-Russell traction system, a moveable pulley provides a mechani- cal advantage. What does this mean? That the",weight of the hanging mass is greater than the traction force.,weight of the hanging mass is equal to the traction force.,traction force is greater than the weight of the hanging mass.,traction force is greater than the counter-traction force,C,,,,,,,,,,,,,Chapter 2 - Classification,0.963,Chapter 2 - Classification,"a, in, the, thi",,,0.000,,
In straight leg traction (Buck’s extension) the force of counter traction is sup- plied by friction (between the patient and the bed) and also by:,the component of the patient’s weight that is perpendicular to the bed.,the component of the patient’s weight that is parallel to the bed. 19 Biomechanics 478,gravity acting on the hanging mass.,using cords to attach the patient to the head of the bed.,B,,,,,,,,,,,,,Chapter 1 - Chemicals,0.998,Chapter 1 - Chemicals; Chapter 16 - Endocrine System,"and, by, in, is, of, s, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up,"and, by, in, is, of, the"
A person whose mass is 50 kg would have a weight closest to:,50 kg because mass and weight are directly proportional to each other (on Earth).,50 N because FF12=- (Newton’s 3rd law),500 kg because weight mass=´ 10 (approximately),500 N because Fm a=´ (Newton’s 2nd law),D,,,,,,,,,,,,,Chapter 1 - Chemicals,0.886,Chapter 1 - Chemicals; Chapter 10 - Lymphatic System,"a, is, to",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.911,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up,"a, is"
"When two forces of magnitude 8 N and 12 N are added vectorially, what value could the resulting vector NOT have?",4 N,10 N,20 N,25 N,D,,,,,,,,,,,,,Chapter 1 - Chemicals,0.988,Chapter 1 - Chemicals,"and, are, n, of, the, two, when",,,0.000,,
A person who is standing on both of their feet is “stable” when:,their base of support is as wide as is comfortably possible.,their centre of gravity is above their base of support.,their centre of gravity is close to their base of support.,the position of their centre of gravity and base of support coincide.,B,,,,,,,,,,,,,Chapter 1 - Chemicals,0.971,Chapter 1 - Chemicals,"a, is, of, their, when",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.967,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_4_classification_of_living_organisms_heads_up; chapter_9::9_3_diffusion_transport_of_oxygen_heads_up; chapter_9::9_x_control_of_breathing_heads_up,"a, is, of"
Use the equation PF A=¸ to determine the pressure on the knee joint (area = 100 cm 2 ) when a 70 kg person is standing on one leg (assume that 70 kg is the body mass above the knee). Hint: convert cm 2 to m 2,7 kPa,70 kPa,700 kPa,7000 kPa,C,,,,,,,,,,,,,Chapter 2 - Classification,1.000,Chapter 2 - Classification; Chapter 1 - Chemicals,"., 2, a, on, the, to, use",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),1.000,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"2, a, the, to"
In which of the following situations is an unbalanced force acting on a patient’s body? When the patient is:,lying stationary and supine on the bed.,lying stationary and supine on the bed while the bed is being pushed a con- stant speed along a straight corridor.,being assisted to sit still and upright on the edge of the bed.,lying stationary and supine on the bed while the bed is being pushed around a corner in a corridor.,D,,,,,,,,,,,,,Chapter 1 - Chemicals,0.997,Chapter 1 - Chemicals,"a, bodi, in, is, of, s, the, when",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.999,chapter_1::1_2_elements_and_atoms_heads_up,"a, bodi, in, is, of, the"
Which statement concerning friction is INCORRECT ?,Friction within liquids is greater than that between dry solids.,"Within the human body friction is reduced by ﬂ uids such as saliva, serous ﬂ uid, mucus etc.",Friction exists whenever two surfaces are in contact.,Sliding friction is less than static friction.,A,,,,,,,,,,,,,Chapter 1 - Chemicals,0.377,Chapter 1 - Chemicals; Chapter 9 - Respiratory System,is,chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.521,chapter_1::1_2_elements_and_atoms_heads_up; chapter_9::9_3_diffusion_transport_of_oxygen_heads_up; chapter_9::9_x_control_of_breathing_heads_up,is
One of the following statements is WRONG. Which one?,A patient’s inertia may be decreased by using several people to assist in their transfer.,The position of a person’s centre of gravity may be altered by altering the position of their arms and legs.,Base of support may be increased by adopting a wide stance with your feet.,Friction between a patient and the bed may be reduced by using a slide sheet.,A,,,,,,,,,,,,,Chapter 10 - Lymphatic System,0.850,Chapter 10 - Lymphatic System; Chapter 16 - Endocrine System; Chapter 1 - Chemicals,"of, one",,,0.000,,
"Which one of the following is a nurse affecting, by positioning her body close to that of the patient while executing a patient handling procedure?",the mass of the patient to be shifted,the maximum effort that her muscles are able to produce,the distance between the position of muscle insertion and the fulcra of her limbs,the distance between the centre of gravity of the patient and that of the nurse,D,,,,,,,,,,,,,Chapter 1 - Chemicals,0.996,Chapter 1 - Chemicals; Chapter 16 - Endocrine System,"a, bodi, by, is, of, the, to",,,0.000,,
What does a nurse attempt to minimise during a patient manual handling procedure?,the patient’s centre of gravity,friction between patient and bed,the patient’s inertia,the nurse’s base of support,B,,,,,,,,,,,,,Chapter 1 - Chemicals,0.783,Chapter 1 - Chemicals; Chapter 10 - Lymphatic System; Chapter 2 - Classification,"a, to",,,0.000,,
What is a nurse attempting to minimise by getting close to a patient during a manual handling procedure?,the load arm,the size of the fulcrum,the effort arm,the patient’s weight,A,,,,,,,,,,,,,Chapter 1 - Chemicals,0.981,Chapter 1 - Chemicals; Chapter 10 - Lymphatic System,"a, by, is, to",,,0.000,,
Good manual handling technique on an unconscious patient involves which of the following?,using the muscles of the arms,instructing the patient on how to shift themself.,using the muscles of the legs,using the muscles of the back,C,,,,,,,,,,,,,Chapter 16 - Endocrine System,0.944,Chapter 16 - Endocrine System,"involve, of, of the, on, the",,,0.000,,
Most of our bones that articulate at freely movable joints can be described as third class levers. What does this mean?,they are “efﬁ cient” levers,the “effort arm” is longer than the “load arm”,the muscle’s tendon is inserted between the load and the joint,the muscle’s tendon is inserted close to the joint,C,,,,,,,,,,,,,Chapter 2 - Classification,0.985,Chapter 2 - Classification,"at, be, can, can be, class, most, of, thi",chapter_2::2_x_taxonomy_at_a_glance,2.x Taxonomy at a Glance,0.897,chapter_2::2_x_taxonomy_at_a_glance; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"at, class, of"
Good manual handling technique generally requires extensive use of which muscles?,biceps brachii and triceps brachii,erector spinae and abdominal muscles,gluteus maximus and rectus abdominus,quadriceps and hamstrings,D,,,,,,,,,,,,,Chapter 10 - Lymphatic System,0.693,Chapter 10 - Lymphatic System,"muscle, of",,,0.000,,
What is the purpose of using of a slide sheet in patient manual handling?,to extend the patient’s base of support,to facilitate raising the patient’s centre of gravity,to minimise friction between the patient and the bed,to minimise the patient’s inertia,C,,,,,,,,,,,,,Chapter 1 - Chemicals,0.988,Chapter 1 - Chemicals; Chapter 2 - Classification,"a, in, is, of, the, us",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.995,chapter_1::1_2_elements_and_atoms_heads_up; chapter_9::9_3_diffusion_transport_of_oxygen_heads_up; chapter_9::9_x_control_of_breathing_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"a, in, is, of, the"
What is the purpose of “counter-balancing” in manual handling? To,ensure that your large leg muscles are used to shift a patient,ensure a ﬁ rm grip on the slide sheet,increase the size of your base of support,"use gravity, acting on your weight, to shift a patient",D,,,,,,,,,,,,,Chapter 1 - Chemicals,0.950,Chapter 1 - Chemicals; Chapter 16 - Endocrine System,"in, is, of, the, to",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.972,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up; chapter_9::9_3_diffusion_transport_of_oxygen_heads_up; chapter_9::9_x_control_of_breathing_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"in, is, of, the"
Most manual handling manoeuvres require bending at the knees. This is so that,the strong thigh muscles are used.,a wide base of support can be adopted.,a stable body position is achieved.,the back can be used as a third class lever.,A,,,,,,,,,,,,,Chapter 2 - Classification,0.911,Chapter 2 - Classification; Chapter 1 - Chemicals,"at, most, the, thi",,,0.000,,
Which of the following is NOT a reason for using a slide sheet?,To provide the handler with convenient hand holds while shifting the patient.,To increase the patient’s base of support.,To reduce the friction between the patient and their bed.,To reduce the risk of damaging fragile skin.,B,,,,,,,,,,,,,Chapter 1 - Chemicals,0.989,Chapter 1 - Chemicals,"a, for, is, of, the, us",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.996,chapter_1::1_2_elements_and_atoms_heads_up,"a, for, is, of, the"
Which of the following statements is characteristic of “third-class levers”?,the fulcrum lies between the effort and the load.,the muscular effort involved in shifting them exceeds the load that is shifted.,they are efﬁ cient levers.,the effort and the load are equally distant from the fulcrum.,B,,,,,,,,,,,,,Chapter 1 - Chemicals,0.977,Chapter 1 - Chemicals; Chapter 16 - Endocrine System,"characteristic, characteristic of, is, of, the",,,0.000,,
"Levers are acted upon by forces known as the load, effort, and fulcrum. “Third class” levers are characterised by having the:",effort located between the other two forces,load located between the other two forces,fulcrum located between the other two forces,resistance located between the other two forces,A,,,,,,,,,,,,,Chapter 2 - Classification,0.987,Chapter 2 - Classification; Chapter 16 - Endocrine System; Chapter 1 - Chemicals,"and, are, by, class, the",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.999,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_1::1_2_elements_and_atoms_heads_up,"and, are, by, the"
"Levers are acted upon by forces known as the effort, load/resistance and ful- crum. “Third class” levers are characterised by having the:",effort located between the other forces,load located between the other forces,fulcrum located between the other forces,resistance located between the other forces,A,,,,,,,,,,,,,Chapter 2 - Classification,0.987,Chapter 2 - Classification; Chapter 16 - Endocrine System; Chapter 1 - Chemicals,"and, are, by, class, the",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.999,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_1::1_2_elements_and_atoms_heads_up,"and, are, by, the"
"Levers are acted upon by forces known as the load, effort, and fulcrum. “First class” levers are characterised by having the:",effort located between the other two forces,load located between the other two forces,fulcrum located between the other two forces,the effort and the load on opposite sides of the fulcrum,C,,,,,,,,,,,,,Chapter 2 - Classification,0.993,Chapter 2 - Classification; Chapter 16 - Endocrine System,"and, are, by, class, first, the",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.999,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_1::1_2_elements_and_atoms_heads_up,"and, are, by, the"
What is the reason that a 3rd class lever is inefﬁ cient?,the muscle’s effort force is applied closer to the fulcrum than the load force.,the load force is applied closer to the fulcrum than the muscle’s effort force,the fulcrum separates the effort from the load,the load force is greater than the muscle’s effort force,A,,,,,,,,,,,,,Chapter 1 - Chemicals,0.890,Chapter 1 - Chemicals,"a, is, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.969,chapter_1::1_2_elements_and_atoms_heads_up,"a, is, the"
Third class lever systems are always inefﬁ cient for which one of the following reasons?,the effort arm is longer than the load arm.,the effort force required is less than the load force.,the fulcrum lies between the effort and the load.,the load arm is longer than the effort arm.,D,,,,,,,,,,,,,Chapter 16 - Endocrine System,0.938,Chapter 16 - Endocrine System; Chapter 1 - Chemicals,"are, of, of the, system, the",,,0.000,,
What is the weight of a nurse if her mass is 65 kg? (use acceleration due to gravity of 10 m.s −2 ),65 kg,650 kg,65 N,650 N,D,,,,,,,,,,,,,Chapter 2 - Classification,0.990,Chapter 2 - Classification; Chapter 1 - Chemicals,"2, a, of, of a, the, to, use",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.996,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up; chapter_1::1_2_elements_and_atoms_heads_up; chapter_9::9_3_diffusion_transport_of_oxygen_heads_up; chapter_9::9_x_control_of_breathing_heads_up,"2, a, of, the, to"
Which of the following is not an example of a force?,Tension.,Friction.,Inertia.,Weight.,C,,,,,,,,,,,,,Chapter 1 - Chemicals,0.982,Chapter 1 - Chemicals,"a, example, example of, is, of, the",,,0.000,,
"If the imaginary line joining a person’s centre of gravity to the centre of the Earth passes through the person’s base of support, what can we say about that person? They are:",unstable.,balanced. 19 Biomechanics 484,using their back as a lever.,not doing any work.,B,,,,,,,,,,,,,Chapter 1 - Chemicals,0.999,Chapter 1 - Chemicals; Chapter 2 - Classification,"a, are, base, join, of, s, the, to",,,0.000,,
"A person (assumed to be healthy, awake and on their feet) is stable – that is, will not overbalance and fall – as long as",they have a large base of support,their centre of gravity is close to the ground,their centre of gravity remains within their body,their centre of gravity is above their base of support,D,,,,,,,,,,,,,Chapter 1 - Chemicals,0.987,Chapter 1 - Chemicals,"a, and, is, long, their, to",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.996,chapter_1::1_2_elements_and_atoms_heads_up,"a, and, is"
What does the term ‘friction’ refer to?,The tension force generated when a muscle contracts.,A force that acts in the opposite direction to a motion.,The resistance force that is overcome by an effort force.,The force of gravity that causes an object to fall.,B,,,,,,,,,,,,,Chapter 10 - Lymphatic System,0.725,Chapter 10 - Lymphatic System; Chapter 2 - Classification,"term, to",,,0.000,,
Which one of the following describes what could happen to an object when a balanced force is acting on it? The object,starts to move.,changes its direction but not its speed.,object changes its shape.,nothing happens.,D,,,,,,,,,,,,,Chapter 16 - Endocrine System,0.977,Chapter 16 - Endocrine System; Chapter 2 - Classification; Chapter 1 - Chemicals,"act, of, of the, on, the, to",,,0.000,,
Which one describes when an unbalanced force is acting?,an object’s centre of gravity is above its base of support.,a moving object maintains a constant speed and direction.,a muscle contracts and causes a limb to move.,a soldier is standing rigidly to attention.,C,,,,,,,,,,,,,Chapter 1 - Chemicals,0.633,Chapter 1 - Chemicals,"is, when",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.496,chapter_1::1_2_elements_and_atoms_heads_up; chapter_1::1_3_compounds_and_molecules_heads_up; chapter_1::1_4_chemical_reactions_heads_up; chapter_16::16_3_endocrine_glands_hormones_heads_up; chapter_9::9_3_diffusion_transport_of_oxygen_heads_up; chapter_9::9_x_control_of_breathing_heads_up; chapter_10::10_2_1_lymphatic_vessels_heads_up,is
Which of the following pairs of quantities does NOT contain a scalar quantity and a vector quantity?,mass and weight,traction and counter-traction,speed and velocity,distance and displacement,B,,,,,,,,,,,,,Chapter 1 - Chemicals,0.981,Chapter 1 - Chemicals; Chapter 10 - Lymphatic System,"a, and, contain, of, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.997,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_4_classification_of_living_organisms_heads_up,"a, and, of, the"
"In cars, the aim of safety features such as seatbelts, padding on the dashboard, collapsible steering columns, airbags and body panels that crumple progressively, is to minimise the unbalanced force on occupants during a crash. Bearing Newton’s second law in mind. How do such features achieve? They",minimise the occupant’s deceleration.,maximise the occupant’s deceleration.,prevent whiplash injuries.,convert an unbalanced force into a net force.,A,,,,,,,,,,,,,Chapter 1 - Chemicals,0.999,Chapter 1 - Chemicals; Chapter 2 - Classification,"a, and, bodi, in, is, of, s, such, the, to",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"a, and, bodi, in, is, of, the"
What is the best deﬁ nition of the WEIGHT of an object? Weight is the:,force of attraction between the Earth and the object.,tendency of a body to maintain its state of motion.,amount of matter contained in the body.,mass of the object multiplied by its acceleration.,A,,,,,,,,,,,,,Chapter 1 - Chemicals,0.983,Chapter 1 - Chemicals; Chapter 16 - Endocrine System,"is, of, the",,,0.000,,
What is the meaning of ‘work’ in the scientiﬁ c sense?,An artist’s completed painting.,The amount of energy transferred between objects. 19 Biomechanics 486,The functions performed during the course of paid employment.,Sustained physical or mental activity.,B,,,,,,,,,,,,,Chapter 1 - Chemicals,0.984,Chapter 1 - Chemicals,"c, in, in the, is, of, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.996,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"c, in, is, of, the"
In which of the following cases is the greatest amount of work being done on the object that is experiencing the force?,"10,000 N is exerted on a wall for 30 s.",2000 N is used to raise an object by a height of 10 m.,5000 N is used to push an object a distance of 4 m.,1000 N is used to pull an object over 50 m.,D,,,,,,,,,,,,,Chapter 16 - Endocrine System,0.995,Chapter 16 - Endocrine System; Chapter 2 - Classification; Chapter 1 - Chemicals,"in, of, of the, on, the",,,0.000,,
What may be said about the measurable quantities which are referred to as vectors?,They are arrow-headed line segments.,"They include time, mass, pressure and energy.",They need a magnitude to be completely deﬁ ned.,"They include force, velocity, acceleration and electric ﬁ eld strength.",D,,,,,,,,,,,,,Chapter 2 - Classification,0.882,Chapter 2 - Classification,"are, be, the, to",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.960,chapter_2::2_5_the_animal_kingdom_heads_up,"are, the, to"
"In the schematic diagram of an arm being a lever, rod 1 represents the humerus and rod 2 the radius and ulna. M is a block being supported by the ‘hand’. What are located at the positions indicated by p, q, r and s?","Effort (p), centre of mass of the radius and ulna (q), fulcrum (r) and load (s).","Fulcrum (p), effort (q), centre of mass of radius and ulna (r) and load (s).","Centre of mass of radius and ulna (p), effort (q), load (r) and fulcrum (s).","Fulcrum (p), centre of mass of radius and ulna (q), effort (r) and load (s) pq r sM2 1",B,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals; Chapter 2 - Classification,"., 1, 2, a, and, are, at, by, in, in the, is, of, p, represent, s, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up,"., 1, a, and, are, by, in, is, of, represent, the"
Why are the third class lever systems of the human musculoskeletal system inefﬁ cient? Because,third-class lever systems are the least efﬁ cient.,the muscle insertion is closer to the joint than the load is.,muscles can contract only by about twenty per cent of their relaxed length.,the force of muscle tension is less than the weight of the load.,B,,,,,,,,,,,,,Chapter 16 - Endocrine System,0.984,Chapter 16 - Endocrine System,"are, of, of the, system, the",,,0.000,,
What is the aim of ‘correct lifting technique’? To,maintain balance by keeping the centre of gravity over the base of support.,avoid working with heavy loads that are on the ground.,use the bones and muscles of the leg.,keep the back straight while using it as a lever.,C,,,,,,,,,,,,,Chapter 1 - Chemicals,0.904,Chapter 1 - Chemicals,"is, of, the, to",,,0.000,,
Which of the following is NOT considered part of good lifting technique?,Keeping the feet close together.,Keeping the back virtually straight. 19 Biomechanics 488,Standing close to the object to be lifted.,Bending the knees.,A,,,,,,,,,,,,,Chapter 16 - Endocrine System,0.958,Chapter 16 - Endocrine System,"of, of the, part, the",,,0.000,,
A requirement in traction is that the traction force is equal in magnitude but in the opposite direction to the counter traction force. This requirement is really a statement of:,Ohm’s law.,Pascal’s principle.,Newton’s ﬁ rst law.,Newton’s third law.,D,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals; Chapter 2 - Classification,"a, in, in the, is, of, opposite, the, to",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up,"a, in, is, of, the"
