chapter,section,confidence
Chapter 3 - The Cell,Section not found,0.999
Chapter 3 - The Cell,Section not found,0.878
Chapter 3 - The Cell,Section not found,0.999
Chapter 3 - The Cell,Section not found,1.000
Chapter 3 - The Cell,Section not found,0.980
Chapter 3 - The Cell,Section not found,0.998
Chapter 3 - The Cell,Section not found,0.997
Chapter 3 - The Cell,Section not found,1.000
Chapter 3 - The Cell,Section not found,0.966
Chapter 3 - The Cell,Section not found,1.000
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),0.999
Chapter 3 - The Cell,Section not found,0.999
Chapter 1 - Chemicals,Section not found,0.976
Chapter 3 - The Cell,Section not found,0.996
Chapter 2 - Classification,2.3 Naming Animals (Heads-up),0.882
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),0.971
Chapter 3 - The Cell,Section not found,1.000
Chapter 2 - Classification,2.5 The Animal Kingdom (Heads-up),1.000
Chapter 1 - Chemicals,Section not found,0.991
Chapter 3 - The Cell,3.7 The Cell as a Factory,0.999
Chapter 3 - The Cell,Section not found,1.000
Chapter 3 - The Cell,Section not found,0.963
Chapter 16 - Endocrine System,Section not found,0.819
Chapter 1 - Chemicals,Section not found,0.949
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),0.542
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),1.000
Chapter 3 - The Cell,Section not found,0.931
Chapter 3 - The Cell,16.x Hormone Highlights,0.651
Chapter 1 - Chemicals,Section not found,0.983
Chapter 16 - Endocrine System,Section not found,0.986
Chapter 10 - Lymphatic System,Section not found,0.953
Chapter 16 - Endocrine System,Section not found,0.807
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),1.000
Chapter 3 - The Cell,Section not found,0.999
Chapter 3 - The Cell,16.x Hormone Highlights,0.660
Chapter 16 - Endocrine System,Section not found,0.955
Chapter 3 - The Cell,3.7 The Cell as a Factory,0.995
Chapter 3 - The Cell,Section not found,0.993
Chapter 1 - Chemicals,Section not found,0.981
Chapter 1 - Chemicals,Section not found,0.768
Chapter 16 - Endocrine System,Section not found,0.821
Chapter 3 - The Cell,Section not found,0.983
Chapter 3 - The Cell,3.5 The Nucleus,0.994
Chapter 3 - The Cell,Section not found,0.815
Chapter 3 - The Cell,Section not found,0.925
Chapter 1 - Chemicals,Section not found,0.952
Chapter 3 - The Cell,Section not found,0.984
Chapter 16 - Endocrine System,Section not found,0.956
Chapter 16 - Endocrine System,Section not found,0.921
Chapter 1 - Chemicals,Section not found,0.854
Chapter 3 - The Cell,Section not found,0.982
Chapter 3 - The Cell,Section not found,0.884
Chapter 16 - Endocrine System,Section not found,0.996
Chapter 3 - The Cell,3.7 The Cell as a Factory,0.971
Chapter 16 - Endocrine System,Section not found,0.984
Chapter 3 - The Cell,Section not found,0.984
Chapter 16 - Endocrine System,Section not found,0.999
Chapter 3 - The Cell,Section not found,0.949
Chapter 3 - The Cell,3.7 The Cell as a Factory,0.967
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),0.990
Chapter 3 - The Cell,Section not found,0.968
Chapter 16 - Endocrine System,Section not found,0.997
Chapter 3 - The Cell,3.3 The Plasma Membrane,0.986
Chapter 3 - The Cell,Section not found,0.878
Chapter 3 - The Cell,Section not found,0.993
Chapter 3 - The Cell,Section not found,0.984
Chapter 16 - Endocrine System,Section not found,0.988
Chapter 10 - Lymphatic System,Section not found,0.987
Chapter 1 - Chemicals,Section not found,0.990
Chapter 1 - Chemicals,Section not found,0.976
Chapter 3 - The Cell,Section not found,0.915
Chapter 1 - Chemicals,Section not found,0.998
Chapter 3 - The Cell,Section not found,0.996
Chapter 10 - Lymphatic System,Section not found,0.889
Chapter 1 - Chemicals,Section not found,0.999
Chapter 3 - The Cell,Section not found,0.974
Chapter 1 - Chemicals,Section not found,0.985
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),0.530
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),0.530
Chapter 3 - The Cell,16.x Hormone Highlights,0.671
Chapter 16 - Endocrine System,Section not found,0.725
Chapter 16 - Endocrine System,Section not found,0.976
Chapter 1 - Chemicals,Section not found,0.999
Chapter 10 - Lymphatic System,Section not found,0.796
Chapter 3 - The Cell,Section not found,0.994
Chapter 2 - Classification,Section not found,0.987
Chapter 3 - The Cell,Section not found,0.954
Chapter 3 - The Cell,Section not found,1.000
Chapter 3 - The Cell,Section not found,0.999
Chapter 3 - The Cell,Section not found,1.000
Chapter 3 - The Cell,Section not found,0.934
Chapter 3 - The Cell,3.7 The Cell as a Factory,0.995
Chapter 2 - Classification,2.6 The Classification of Vertebrates (Heads-up),0.999
Chapter 3 - The Cell,Section not found,0.996
Chapter 3 - The Cell,3.3 The Plasma Membrane,0.988
Chapter 3 - The Cell,Section not found,1.000
Chapter 3 - The Cell,Section not found,1.000
Chapter 3 - The Cell,Section not found,0.999
Chapter 3 - The Cell,3.2 The Cell,0.998
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),0.969
Chapter 3 - The Cell,Section not found,1.000
Chapter 1 - Chemicals,1.3 Compounds and Molecules (Heads-up),0.965
Chapter 16 - Endocrine System,2.4 Classification of Living Organisms (Heads-up),0.762
Chapter 3 - The Cell,Section not found,0.920
Chapter 1 - Chemicals,Section not found,0.998
Chapter 3 - The Cell,Section not found,0.968
Chapter 3 - The Cell,Section not found,0.920
Chapter 3 - The Cell,Ribosomes,0.976
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),1.000
Chapter 1 - Chemicals,Section not found,0.989
Chapter 3 - The Cell,Section not found,0.826
Chapter 3 - The Cell,Section not found,0.999
Chapter 3 - The Cell,Section not found,0.997
Chapter 2 - Classification,2.3 Naming Animals (Heads-up),0.803
Chapter 3 - The Cell,Section not found,0.968
Chapter 3 - The Cell,Section not found,0.995
Chapter 3 - The Cell,Section not found,0.999
Chapter 3 - The Cell,3.3 The Plasma Membrane,0.980
Chapter 3 - The Cell,Section not found,0.920
Chapter 3 - The Cell,Section not found,0.964
Chapter 3 - The Cell,Section not found,0.930
Chapter 3 - The Cell,3.7 The Cell as a Factory,0.969
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),0.990
Chapter 2 - Classification,Section not found,0.725
Chapter 3 - The Cell,Section not found,0.960
Chapter 3 - The Cell,Section not found,0.989
Chapter 3 - The Cell,Section not found,0.999
Chapter 3 - The Cell,Section not found,0.999
Chapter 1 - Chemicals,Section not found,0.977
Chapter 2 - Classification,2.5 The Animal Kingdom (Heads-up),1.000
Chapter 2 - Classification,2.5 The Animal Kingdom (Heads-up),0.980
Chapter 3 - The Cell,Section not found,0.982
Chapter 3 - The Cell,Section not found,0.954
Chapter 3 - The Cell,3.7 The Cell as a Factory,1.000
Chapter 3 - The Cell,Section not found,0.653
Chapter 3 - The Cell,Section not found,0.964
Chapter 2 - Classification,2.5 The Animal Kingdom (Heads-up),0.996
Chapter 3 - The Cell,Section not found,0.934
Chapter 3 - The Cell,Section not found,0.695
Chapter 3 - The Cell,3.3 The Plasma Membrane,0.922
Chapter 3 - The Cell,Section not found,0.823
Chapter 3 - The Cell,Section not found,0.800
Chapter 3 - The Cell,3.3.1 Tonicity and Red Blood Cells,1.000
Chapter 1 - Chemicals,Section not found,0.999
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),0.980
Chapter 3 - The Cell,3.7 The Cell as a Factory,0.980
Chapter 3 - The Cell,Section not found,0.979
Chapter 3 - The Cell,3.2 The Cell,0.981
Chapter 3 - The Cell,Section not found,0.878
Chapter 3 - The Cell,Section not found,0.872
Chapter 3 - The Cell,Section not found,0.999
Chapter 3 - The Cell,Section not found,0.987
Chapter 3 - The Cell,Section not found,0.891
Chapter 3 - The Cell,Section not found,0.826
Chapter 3 - The Cell,Section not found,0.999
Chapter 3 - The Cell,Section not found,0.964
Chapter 3 - The Cell,Section not found,0.910
Chapter 3 - The Cell,3.2 The Cell,0.960
Chapter 1 - Chemicals,Section not found,0.777
Chapter 3 - The Cell,Section not found,0.980
Chapter 3 - The Cell,Section not found,0.910
Chapter 3 - The Cell,Section not found,0.967
Chapter 3 - The Cell,Section not found,0.991
Chapter 1 - Chemicals,Section not found,1.000
Chapter 3 - The Cell,3.2 The Cell,0.986
Chapter 3 - The Cell,Section not found,0.990
Chapter 3 - The Cell,Section not found,0.813
Chapter 3 - The Cell,Section not found,0.991
Chapter 3 - The Cell,Section not found,0.979
Chapter 3 - The Cell,Section not found,0.999
Chapter 3 - The Cell,Section not found,0.866
Chapter 1 - Chemicals,Section not found,1.000
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),0.997
Chapter 3 - The Cell,Section not found,0.872
Chapter 3 - The Cell,Section not found,1.000
Chapter 3 - The Cell,Section not found,0.979
Chapter 1 - Chemicals,Section not found,1.000
Chapter 3 - The Cell,3.2 The Cell,0.904
Chapter 16 - Endocrine System,Section not found,0.965
Chapter 2 - Classification,2.5 The Animal Kingdom (Heads-up),0.911
Chapter 3 - The Cell,Section not found,0.977
Chapter 3 - The Cell,Section not found,0.981
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),1.000
Chapter 3 - The Cell,Section not found,0.984
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),0.999
Chapter 3 - The Cell,Section not found,0.984
Chapter 3 - The Cell,Section not found,0.906
Chapter 3 - The Cell,Section not found,0.999
Chapter 3 - The Cell,Section not found,0.998
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),0.996
Chapter 3 - The Cell,Section not found,0.927
Chapter 3 - The Cell,Section not found,0.984
Chapter 3 - The Cell,Section not found,0.957
Chapter 3 - The Cell,Mitochondria,0.993
Chapter 3 - The Cell,3.2 The Cell,0.999
Chapter 1 - Chemicals,Section not found,0.978
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),0.988
Chapter 3 - The Cell,Section not found,0.999
Chapter 3 - The Cell,Section not found,0.995
Chapter 1 - Chemicals,Section not found,0.990
Chapter 3 - The Cell,Section not found,1.000
Chapter 3 - The Cell,Section not found,0.987
Chapter 3 - The Cell,Section not found,0.973
Chapter 16 - Endocrine System,Section not found,0.949
Chapter 16 - Endocrine System,Section not found,0.949
Chapter 3 - The Cell,Section not found,0.985
Chapter 3 - The Cell,Section not found,0.884
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),1.000
Chapter 3 - The Cell,Section not found,0.994
Chapter 3 - The Cell,Section not found,0.964
Chapter 3 - The Cell,Section not found,0.925
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),0.961
Chapter 10 - Lymphatic System,Section not found,0.984
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),0.974
Chapter 3 - The Cell,Section not found,0.988
Chapter 3 - The Cell,Section not found,0.994
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),0.987
Chapter 3 - The Cell,Section not found,0.993
Chapter 3 - The Cell,Section not found,0.994
Chapter 3 - The Cell,Section not found,0.871
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),0.999
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),0.930
Chapter 3 - The Cell,3.7 The Cell as a Factory,0.978
Chapter 3 - The Cell,Section not found,0.999
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),1.000
Chapter 2 - Classification,2.5 The Animal Kingdom (Heads-up),0.903
Chapter 3 - The Cell,Section not found,0.889
Chapter 3 - The Cell,Section not found,0.901
Chapter 1 - Chemicals,Section not found,0.990
Chapter 3 - The Cell,Section not found,0.998
Chapter 3 - The Cell,Section not found,1.000
Chapter 1 - Chemicals,Section not found,0.975
Chapter 3 - The Cell,Section not found,0.992
Chapter 2 - Classification,Section not found,1.000
Chapter 3 - The Cell,Section not found,0.999
Chapter 3 - The Cell,Section not found,0.997
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),1.000
Chapter 1 - Chemicals,Section not found,0.985
Chapter 2 - Classification,2.5 The Animal Kingdom (Heads-up),0.993
Chapter 1 - Chemicals,Section not found,0.947
Chapter 3 - The Cell,Section not found,0.992
Chapter 1 - Chemicals,1.4 Chemical Reactions (Heads-up),0.965
Chapter 3 - The Cell,Section not found,0.998
Chapter 3 - The Cell,Section not found,0.996
Chapter 3 - The Cell,3.7 The Cell as a Factory,0.991
Chapter 3 - The Cell,Section not found,0.989
Chapter 1 - Chemicals,Section not found,0.981
Chapter 3 - The Cell,Section not found,0.881
Chapter 3 - The Cell,Section not found,0.999
Chapter 1 - Chemicals,1.9 Proteins (Heads-up),0.776
Chapter 3 - The Cell,Section not found,0.995
Chapter 2 - Classification,2.5 The Animal Kingdom (Heads-up),1.000
Chapter 3 - The Cell,Section not found,1.000
Chapter 3 - The Cell,3.7 The Cell as a Factory,1.000
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),0.911
Chapter 3 - The Cell,Section not found,0.789
Chapter 3 - The Cell,Section not found,0.878
Chapter 3 - The Cell,Section not found,0.997
Chapter 3 - The Cell,Section not found,0.993
Chapter 3 - The Cell,Section not found,1.000
Chapter 16 - Endocrine System,Section not found,0.967
Chapter 3 - The Cell,Section not found,0.999
Chapter 3 - The Cell,Section not found,0.945
Chapter 16 - Endocrine System,Section not found,0.999
Chapter 3 - The Cell,3.3 The Plasma Membrane,0.983
Chapter 3 - The Cell,3.7 The Cell as a Factory,1.000
Chapter 3 - The Cell,Section not found,0.999
Chapter 3 - The Cell,3.7 The Cell as a Factory,0.998
Chapter 3 - The Cell,Section not found,0.915
Chapter 2 - Classification,2.5 The Animal Kingdom (Heads-up),1.000
Chapter 3 - The Cell,Section not found,0.974
Chapter 3 - The Cell,3.7 The Cell as a Factory,0.994
Chapter 3 - The Cell,Section not found,0.999
Chapter 3 - The Cell,Section not found,1.000
Chapter 2 - Classification,Section not found,0.881
Chapter 1 - Chemicals,Section not found,0.909
Chapter 3 - The Cell,Section not found,0.891
Chapter 3 - The Cell,3.7 The Cell as a Factory,0.994
Chapter 3 - The Cell,Section not found,1.000
Chapter 3 - The Cell,3.7 The Cell as a Factory,0.957
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),0.503
Chapter 1 - Chemicals,Section not found,0.988
Chapter 3 - The Cell,3.7 The Cell as a Factory,0.998
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),1.000
Chapter 3 - The Cell,3.7 The Cell as a Factory,0.957
Chapter 1 - Chemicals,Section not found,0.988
Chapter 3 - The Cell,Section not found,0.973
Chapter 2 - Classification,2.5 The Animal Kingdom (Heads-up),1.000
Chapter 3 - The Cell,Section not found,0.999
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),0.521
Chapter 3 - The Cell,Section not found,0.872
Chapter 3 - The Cell,Section not found,0.998
Chapter 3 - The Cell,3.7 The Cell as a Factory,0.957
Chapter 3 - The Cell,Section not found,0.992
Chapter 16 - Endocrine System,Section not found,0.944
Chapter 2 - Classification,2.x Taxonomy at a Glance,0.897
Chapter 3 - The Cell,Section not found,0.795
Chapter 3 - The Cell,Section not found,0.997
Chapter 3 - The Cell,Section not found,0.984
Chapter 3 - The Cell,Section not found,0.945
Chapter 3 - The Cell,Section not found,0.991
Chapter 1 - Chemicals,Section not found,0.977
Chapter 3 - The Cell,Section not found,0.990
Chapter 3 - The Cell,Section not found,0.990
Chapter 2 - Classification,2.5 The Animal Kingdom (Heads-up),0.999
Chapter 3 - The Cell,Section not found,0.983
Chapter 16 - Endocrine System,Section not found,0.938
Chapter 3 - The Cell,Section not found,0.997
Chapter 3 - The Cell,Section not found,0.989
Chapter 1 - Chemicals,Section not found,0.999
Chapter 3 - The Cell,3.7 The Cell as a Factory,0.998
Chapter 3 - The Cell,Section not found,0.834
Chapter 3 - The Cell,Section not found,0.998
Chapter 3 - The Cell,3.2 The Cell,0.796
Chapter 3 - The Cell,Section not found,0.989
Chapter 3 - The Cell,Section not found,0.999
Chapter 3 - The Cell,Section not found,0.999
Chapter 3 - The Cell,Section not found,0.989
Chapter 3 - The Cell,Section not found,0.999
Chapter 3 - The Cell,Section not found,0.973
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),1.000
Chapter 16 - Endocrine System,Section not found,0.984
Chapter 3 - The Cell,Section not found,0.970
Chapter 3 - The Cell,Section not found,0.963
Chapter 3 - The Cell,Section not found,1.000
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),0.999
Chapter 3 - The Cell,3.7 The Cell as a Factory,1.000
Chapter 1 - Chemicals,Section not found,0.999
Chapter 3 - The Cell,Section not found,0.991
Chapter 3 - The Cell,Section not found,0.989
Chapter 3 - The Cell,Section not found,1.000
Chapter 3 - The Cell,Section not found,0.997
Chapter 1 - Chemicals,Section not found,0.995
Chapter 3 - The Cell,Section not found,0.999
Chapter 3 - The Cell,Section not found,0.956
Chapter 3 - The Cell,Section not found,0.866
Chapter 3 - The Cell,Section not found,0.998
Chapter 3 - The Cell,3.2 The Cell,1.000
Chapter 3 - The Cell,Section not found,0.997
Chapter 3 - The Cell,Section not found,0.861
Chapter 3 - The Cell,3.7 The Cell as a Factory,0.994
Chapter 3 - The Cell,Section not found,0.998
Chapter 3 - The Cell,Section not found,0.997
Chapter 3 - The Cell,Section not found,0.999
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),1.000
Chapter 3 - The Cell,Section not found,0.925
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),0.972
Chapter 3 - The Cell,Section not found,0.992
Chapter 3 - The Cell,Section not found,0.999
Chapter 3 - The Cell,Section not found,0.998
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),0.999
Chapter 3 - The Cell,3.7 The Cell as a Factory,0.960
Chapter 1 - Chemicals,1.9 Proteins (Heads-up),0.782
Chapter 3 - The Cell,3.2 The Cell,0.989
Chapter 3 - The Cell,Section not found,0.996
Chapter 3 - The Cell,Section not found,0.984
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),1.000
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),0.998
Chapter 1 - Chemicals,Section not found,0.991
Chapter 3 - The Cell,Section not found,1.000
Chapter 1 - Chemicals,Section not found,0.972
Chapter 3 - The Cell,Section not found,0.990
Chapter 1 - Chemicals,Section not found,0.986
Chapter 3 - The Cell,3.7 The Cell as a Factory,1.000
Chapter 1 - Chemicals,Section not found,0.999
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),1.000
Chapter 1 - Chemicals,Section not found,0.955
Chapter 3 - The Cell,Section not found,0.671
Chapter 1 - Chemicals,Section not found,0.983
Chapter 3 - The Cell,Section not found,0.992
Chapter 1 - Chemicals,Section not found,0.997
Chapter 3 - The Cell,3.7 The Cell as a Factory,0.999
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),0.987
Chapter 1 - Chemicals,Section not found,0.944
Chapter 3 - The Cell,Section not found,0.979
Chapter 3 - The Cell,3.3 The Plasma Membrane,0.789
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),0.988
Chapter 3 - The Cell,3.7 The Cell as a Factory,0.998
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),0.796
Chapter 3 - The Cell,Section not found,0.999
Chapter 1 - Chemicals,Section not found,0.995
Chapter 3 - The Cell,Section not found,0.941
Chapter 2 - Classification,2.5 The Animal Kingdom (Heads-up),0.964
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),0.969
Chapter 2 - Classification,2.6 The Classification of Vertebrates (Heads-up),0.962
Chapter 3 - The Cell,Section not found,0.806
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),1.000
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),1.000
Chapter 1 - Chemicals,Section not found,0.999
Chapter 1 - Chemicals,Section not found,0.981
Chapter 1 - Chemicals,Section not found,0.999
Chapter 3 - The Cell,Section not found,0.998
Chapter 3 - The Cell,Section not found,1.000
Chapter 3 - The Cell,Section not found,0.995
Chapter 3 - The Cell,Section not found,0.998
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),0.971
Chapter 1 - Chemicals,1.2 Elements and Atoms (Heads-up),0.944
